"","Country","Year","Variable","Source","Value","Unit"
"995","MYANMAR",1966,"PROCESSED - MILLED RICE","FAO",254.1,"000 t"
"996","MYANMAR",1965,"PROCESSED - MILLED RICE","FAO",127.05,"000 t"
"997","MYANMAR",1964,"PROCESSED - MILLED RICE","FAO",275.27,"000 t"
"998","MYANMAR",2013,"PRODUCTION - MILLED RICE","FAO",19187.59,"000 t"
"999","MYANMAR",2012,"PRODUCTION - MILLED RICE","FAO",18729.36,"000 t"
"1000","MYANMAR",2011,"PRODUCTION - MILLED RICE","FAO",19349.6,"000 t"
"1001","MYANMAR",2010,"PRODUCTION - MILLED RICE","FAO",21730.63,"000 t"
"1002","MYANMAR",2009,"PRODUCTION - MILLED RICE","FAO",21798.87,"000 t"
"1003","MYANMAR",2008,"PRODUCTION - MILLED RICE","FAO",21726.18,"000 t"
"1004","MYANMAR",2007,"PRODUCTION - MILLED RICE","FAO",20977.82,"000 t"
"1005","MYANMAR",2006,"PRODUCTION - MILLED RICE","FAO",20626.31,"000 t"
"1006","MYANMAR",2005,"PRODUCTION - MILLED RICE","FAO",18464.56,"000 t"
"1007","MYANMAR",2004,"PRODUCTION - MILLED RICE","FAO",16634.31,"000 t"
"1008","MYANMAR",2003,"PRODUCTION - MILLED RICE","FAO",15438.56,"000 t"
"1009","MYANMAR",2002,"PRODUCTION - MILLED RICE","FAO",14543.94,"000 t"
"1010","MYANMAR",2001,"PRODUCTION - MILLED RICE","FAO",14617.97,"000 t"
"1011","MYANMAR",2000,"PRODUCTION - MILLED RICE","FAO",14223.02,"000 t"
"1012","MYANMAR",1999,"PRODUCTION - MILLED RICE","FAO",13424.07,"000 t"
"1013","MYANMAR",1998,"PRODUCTION - MILLED RICE","FAO",11390.82,"000 t"
"1014","MYANMAR",1997,"PRODUCTION - MILLED RICE","FAO",11106.48,"000 t"
"1015","MYANMAR",1996,"PRODUCTION - MILLED RICE","FAO",11792.43,"000 t"
"1016","MYANMAR",1995,"PRODUCTION - MILLED RICE","FAO",11977.25,"000 t"
"1017","MYANMAR",1994,"PRODUCTION - MILLED RICE","FAO",12138.67,"000 t"
"1018","MYANMAR",1993,"PRODUCTION - MILLED RICE","FAO",11181.05,"000 t"
"1019","MYANMAR",1992,"PRODUCTION - MILLED RICE","FAO",9898.55,"000 t"
"1020","MYANMAR",1991,"PRODUCTION - MILLED RICE","FAO",8807.2,"000 t"
"1021","MYANMAR",1990,"PRODUCTION - MILLED RICE","FAO",9319.19,"000 t"
"1022","MYANMAR",1989,"PRODUCTION - MILLED RICE","FAO",9208.94,"000 t"
"1023","MYANMAR",1988,"PRODUCTION - MILLED RICE","FAO",8782.46,"000 t"
"1024","MYANMAR",1987,"PRODUCTION - MILLED RICE","FAO",9096.81,"000 t"
"1025","MYANMAR",1986,"PRODUCTION - MILLED RICE","FAO",9422.78,"000 t"
"1026","MYANMAR",1985,"PRODUCTION - MILLED RICE","FAO",9549.47,"000 t"
"1027","MYANMAR",1984,"PRODUCTION - MILLED RICE","FAO",9508.42,"000 t"
"1028","MYANMAR",1983,"PRODUCTION - MILLED RICE","FAO",9530.16,"000 t"
"1029","MYANMAR",1982,"PRODUCTION - MILLED RICE","FAO",9587.06,"000 t"
"1030","MYANMAR",1981,"PRODUCTION - MILLED RICE","FAO",9435.78,"000 t"
"1031","MYANMAR",1980,"PRODUCTION - MILLED RICE","FAO",8882.71,"000 t"
"1032","MYANMAR",1979,"PRODUCTION - MILLED RICE","FAO",6968.75,"000 t"
"1033","MYANMAR",1978,"PRODUCTION - MILLED RICE","FAO",7022.38,"000 t"
"1034","MYANMAR",1977,"PRODUCTION - MILLED RICE","FAO",6311.15,"000 t"
"1035","MYANMAR",1976,"PRODUCTION - MILLED RICE","FAO",6215.97,"000 t"
"1036","MYANMAR",1975,"PRODUCTION - MILLED RICE","FAO",6141.54,"000 t"
"1037","MYANMAR",1974,"PRODUCTION - MILLED RICE","FAO",5725.13,"000 t"
"1038","MYANMAR",1973,"PRODUCTION - MILLED RICE","FAO",5737.47,"000 t"
"1039","MYANMAR",1972,"PRODUCTION - MILLED RICE","FAO",4906.99,"000 t"
"1040","MYANMAR",1971,"PRODUCTION - MILLED RICE","FAO",5452.72,"000 t"
"1041","MYANMAR",1970,"PRODUCTION - MILLED RICE","FAO",5443.99,"000 t"
"1042","MYANMAR",1969,"PRODUCTION - MILLED RICE","FAO",5325.8,"000 t"
"1043","MYANMAR",1968,"PRODUCTION - MILLED RICE","FAO",5351.27,"000 t"
"1044","MYANMAR",1967,"PRODUCTION - MILLED RICE","FAO",5182.19,"000 t"
"1045","MYANMAR",1966,"PRODUCTION - MILLED RICE","FAO",4426.48,"000 t"
"1046","MYANMAR",1965,"PRODUCTION - MILLED RICE","FAO",5372.75,"000 t"
"1047","MYANMAR",1964,"PRODUCTION - MILLED RICE","FAO",5674.64,"000 t"
"1048","MYANMAR",1963,"PRODUCTION - MILLED RICE","FAO",5191.19,"000 t"
"1049","MYANMAR",1962,"PRODUCTION - MILLED RICE","FAO",5112.35,"000 t"
"1050","MYANMAR",1961,"PRODUCTION - MILLED RICE","FAO",4558.34,"000 t"
"1051","MYANMAR",2014,"PRODUCTION - PADDY","FAO",26423.3,"000 t"
"1052","MYANMAR",2013,"PRODUCTION - PADDY","FAO",26372.1,"000 t"
"1053","MYANMAR",2012,"PRODUCTION - PADDY","FAO",26216.6,"000 t"
"1054","MYANMAR",2011,"PRODUCTION - PADDY","FAO",29009.89,"000 t"
"1055","MYANMAR",2010,"PRODUCTION - PADDY","FAO",32579.65,"000 t"
"1056","MYANMAR",2009,"PRODUCTION - PADDY","FAO",32681.96,"000 t"
"1057","MYANMAR",2008,"PRODUCTION - PADDY","FAO",32572.98,"000 t"
"1058","MYANMAR",2007,"PRODUCTION - PADDY","FAO",31451,"000 t"
"1059","MYANMAR",2006,"PRODUCTION - PADDY","FAO",30924,"000 t"
"1060","MYANMAR",2005,"PRODUCTION - PADDY","FAO",27683,"000 t"
"1061","MYANMAR",2004,"PRODUCTION - PADDY","FAO",24939,"000 t"
"1062","MYANMAR",2003,"PRODUCTION - PADDY","FAO",23146.27,"000 t"
"1063","MYANMAR",2002,"PRODUCTION - PADDY","FAO",21805,"000 t"
"1064","MYANMAR",2001,"PRODUCTION - PADDY","FAO",21916,"000 t"
"1065","MYANMAR",2000,"PRODUCTION - PADDY","FAO",21323.87,"000 t"
"1066","MYANMAR",1999,"PRODUCTION - PADDY","FAO",20126.04,"000 t"
"1067","MYANMAR",1998,"PRODUCTION - PADDY","FAO",17077.69,"000 t"
"1068","MYANMAR",1997,"PRODUCTION - PADDY","FAO",16651.4,"000 t"
"1069","MYANMAR",1996,"PRODUCTION - PADDY","FAO",17679.8,"000 t"
"1070","MYANMAR",1995,"PRODUCTION - PADDY","FAO",17956.9,"000 t"
"1071","MYANMAR",1994,"PRODUCTION - PADDY","FAO",18198.9,"000 t"
"1072","MYANMAR",1993,"PRODUCTION - PADDY","FAO",16763.2,"000 t"
"1073","MYANMAR",1992,"PRODUCTION - PADDY","FAO",14840.4,"000 t"
"1074","MYANMAR",1991,"PRODUCTION - PADDY","FAO",13204.2,"000 t"
"1075","MYANMAR",1990,"PRODUCTION - PADDY","FAO",13971.8,"000 t"
"1076","MYANMAR",1989,"PRODUCTION - PADDY","FAO",13806.5,"000 t"
"1077","MYANMAR",1988,"PRODUCTION - PADDY","FAO",13167.1,"000 t"
"1078","MYANMAR",1987,"PRODUCTION - PADDY","FAO",13638.4,"000 t"
"1079","MYANMAR",1986,"PRODUCTION - PADDY","FAO",14127.1,"000 t"
"1080","MYANMAR",1985,"PRODUCTION - PADDY","FAO",14317.05,"000 t"
"1081","MYANMAR",1984,"PRODUCTION - PADDY","FAO",14255.5,"000 t"
"1082","MYANMAR",1983,"PRODUCTION - PADDY","FAO",14288.1,"000 t"
"1083","MYANMAR",1982,"PRODUCTION - PADDY","FAO",14373.4,"000 t"
"1084","MYANMAR",1981,"PRODUCTION - PADDY","FAO",14146.6,"000 t"
"1085","MYANMAR",1980,"PRODUCTION - PADDY","FAO",13317.4,"000 t"
"1086","MYANMAR",1979,"PRODUCTION - PADDY","FAO",10447.9,"000 t"
"1087","MYANMAR",1978,"PRODUCTION - PADDY","FAO",10528.3,"000 t"
"1088","MYANMAR",1977,"PRODUCTION - PADDY","FAO",9462,"000 t"
"1089","MYANMAR",1976,"PRODUCTION - PADDY","FAO",9319.3,"000 t"
"1090","MYANMAR",1975,"PRODUCTION - PADDY","FAO",9207.7,"000 t"
"1091","MYANMAR",1974,"PRODUCTION - PADDY","FAO",8583.4,"000 t"
"1092","MYANMAR",1973,"PRODUCTION - PADDY","FAO",8601.9,"000 t"
"1093","MYANMAR",1972,"PRODUCTION - PADDY","FAO",7356.8,"000 t"
"1094","MYANMAR",1971,"PRODUCTION - PADDY","FAO",8175,"000 t"
"1095","MYANMAR",1970,"PRODUCTION - PADDY","FAO",8161.9,"000 t"
"1096","MYANMAR",1969,"PRODUCTION - PADDY","FAO",7984.7,"000 t"
"1097","MYANMAR",1968,"PRODUCTION - PADDY","FAO",8022.9,"000 t"
"1098","MYANMAR",1967,"PRODUCTION - PADDY","FAO",7769.4,"000 t"
"1099","MYANMAR",1966,"PRODUCTION - PADDY","FAO",6636.4,"000 t"
"1100","MYANMAR",1965,"PRODUCTION - PADDY","FAO",8055.1,"000 t"
"1101","MYANMAR",1964,"PRODUCTION - PADDY","FAO",8507.7,"000 t"
"1102","MYANMAR",1963,"PRODUCTION - PADDY","FAO",7782.9,"000 t"
"1103","MYANMAR",1962,"PRODUCTION - PADDY","FAO",7664.7,"000 t"
"1104","MYANMAR",1961,"PRODUCTION - PADDY","FAO",6834.1,"000 t"
"1105","MYANMAR",2013,"RICE (NO TYPE)","WTO",3.75,"$/kg"
"1106","MYANMAR",2012,"RICE (NO TYPE)","WTO",3.75,"$/kg"
"1107","MYANMAR",2011,"RICE (NO TYPE)","WTO",3.75,"$/kg"
"1108","MYANMAR",2010,"RICE (NO TYPE)","WTO",3.75,"$/kg"
"1109","MYANMAR",2008,"RICE (NO TYPE)","WTO",3.75,"$/kg"
"1110","MYANMAR",2007,"RICE (NO TYPE)","WTO",3.75,"$/kg"
"1111","MYANMAR",2006,"RICE (NO TYPE)","WTO",3.75,"$/kg"
"1112","MYANMAR",2013,"RICE CALORIE INTAKE","FAO computed",48,"%total/day"
"1113","MYANMAR",2012,"RICE CALORIE INTAKE","FAO computed",46.94,"%total/day"
"1114","MYANMAR",2011,"RICE CALORIE INTAKE","FAO computed",45.91,"%total/day"
"1115","MYANMAR",2010,"RICE CALORIE INTAKE","FAO computed",46.28,"%total/day"
"1116","MYANMAR",2009,"RICE CALORIE INTAKE","FAO computed",46.9,"%total/day"
"1117","MYANMAR",2008,"RICE CALORIE INTAKE","FAO computed",50.67,"%total/day"
"1118","MYANMAR",2007,"RICE CALORIE INTAKE","FAO computed",51.36,"%total/day"
"1119","MYANMAR",2006,"RICE CALORIE INTAKE","FAO computed",54.73,"%total/day"
"1120","MYANMAR",2005,"RICE CALORIE INTAKE","FAO computed",55.59,"%total/day"
"1121","MYANMAR",2004,"RICE CALORIE INTAKE","FAO computed",57.19,"%total/day"
"1122","MYANMAR",2003,"RICE CALORIE INTAKE","FAO computed",60.38,"%total/day"
"1123","MYANMAR",2002,"RICE CALORIE INTAKE","FAO computed",61.54,"%total/day"
"1124","MYANMAR",2001,"RICE CALORIE INTAKE","FAO computed",62.54,"%total/day"
"1125","MYANMAR",2000,"RICE CALORIE INTAKE","FAO computed",63.4,"%total/day"
"1126","MYANMAR",1999,"RICE CALORIE INTAKE","FAO computed",64.16,"%total/day"
"1127","MYANMAR",1998,"RICE CALORIE INTAKE","FAO computed",64.34,"%total/day"
"1128","MYANMAR",1997,"RICE CALORIE INTAKE","FAO computed",64.02,"%total/day"
"1129","MYANMAR",1996,"RICE CALORIE INTAKE","FAO computed",66.44,"%total/day"
"1130","MYANMAR",1995,"RICE CALORIE INTAKE","FAO computed",66.61,"%total/day"
"1131","MYANMAR",1994,"RICE CALORIE INTAKE","FAO computed",67.52,"%total/day"
"1132","MYANMAR",1993,"RICE CALORIE INTAKE","FAO computed",65.57,"%total/day"
"1133","MYANMAR",1992,"RICE CALORIE INTAKE","FAO computed",66.69,"%total/day"
"1134","MYANMAR",1991,"RICE CALORIE INTAKE","FAO computed",66.37,"%total/day"
"1135","MYANMAR",1990,"RICE CALORIE INTAKE","FAO computed",65.39,"%total/day"
"1136","MYANMAR",1989,"RICE CALORIE INTAKE","FAO computed",64.79,"%total/day"
"1137","MYANMAR",1988,"RICE CALORIE INTAKE","FAO computed",61.36,"%total/day"
"1138","MYANMAR",1987,"RICE CALORIE INTAKE","FAO computed",60.27,"%total/day"
"1139","MYANMAR",1986,"RICE CALORIE INTAKE","FAO computed",57.7,"%total/day"
"1140","MYANMAR",1985,"RICE CALORIE INTAKE","FAO computed",59.4,"%total/day"
"1141","MYANMAR",1984,"RICE CALORIE INTAKE","FAO computed",62.53,"%total/day"
"1142","MYANMAR",1983,"RICE CALORIE INTAKE","FAO computed",64.57,"%total/day"
"1143","MYANMAR",1982,"RICE CALORIE INTAKE","FAO computed",64.81,"%total/day"
"1144","MYANMAR",1981,"RICE CALORIE INTAKE","FAO computed",67.06,"%total/day"
"1145","MYANMAR",1980,"RICE CALORIE INTAKE","FAO computed",70.15,"%total/day"
"1146","MYANMAR",1979,"RICE CALORIE INTAKE","FAO computed",68.02,"%total/day"
"1147","MYANMAR",1978,"RICE CALORIE INTAKE","FAO computed",68.58,"%total/day"
"1148","MYANMAR",1977,"RICE CALORIE INTAKE","FAO computed",69.53,"%total/day"
"1149","MYANMAR",1976,"RICE CALORIE INTAKE","FAO computed",70.56,"%total/day"
"1150","MYANMAR",1975,"RICE CALORIE INTAKE","FAO computed",70.32,"%total/day"
"1151","MYANMAR",1974,"RICE CALORIE INTAKE","FAO computed",68.71,"%total/day"
"1152","MYANMAR",1973,"RICE CALORIE INTAKE","FAO computed",69.73,"%total/day"
"1153","MYANMAR",1972,"RICE CALORIE INTAKE","FAO computed",67.76,"%total/day"
"1154","MYANMAR",1971,"RICE CALORIE INTAKE","FAO computed",67.55,"%total/day"
"1155","MYANMAR",1970,"RICE CALORIE INTAKE","FAO computed",68.11,"%total/day"
"1156","MYANMAR",1969,"RICE CALORIE INTAKE","FAO computed",68.33,"%total/day"
"1157","MYANMAR",1968,"RICE CALORIE INTAKE","FAO computed",68.33,"%total/day"
"1158","MYANMAR",1967,"RICE CALORIE INTAKE","FAO computed",67.81,"%total/day"
"1159","MYANMAR",1966,"RICE CALORIE INTAKE","FAO computed",66.18,"%total/day"
"1160","MYANMAR",1965,"RICE CALORIE INTAKE","FAO computed",69.15,"%total/day"
"1161","MYANMAR",1964,"RICE CALORIE INTAKE","FAO computed",64.97,"%total/day"
"1162","MYANMAR",1963,"RICE CALORIE INTAKE","FAO computed",66.21,"%total/day"
"1163","MYANMAR",1962,"RICE CALORIE INTAKE","FAO computed",68.59,"%total/day"
"1164","MYANMAR",1961,"RICE CALORIE INTAKE","FAO computed",70.32,"%total/day"
"1165","MYANMAR",2013,"RICE CALORIE INTAKE PER CAPITA","FAO",1234,"Kcal/day"
"1166","MYANMAR",2012,"RICE CALORIE INTAKE PER CAPITA","FAO",1204,"Kcal/day"
"1167","MYANMAR",2011,"RICE CALORIE INTAKE PER CAPITA","FAO",1162,"Kcal/day"
"1168","MYANMAR",2010,"RICE CALORIE INTAKE PER CAPITA","FAO",1157,"Kcal/day"
"1169","MYANMAR",2009,"RICE CALORIE INTAKE PER CAPITA","FAO",1128,"Kcal/day"
"1170","MYANMAR",2008,"RICE CALORIE INTAKE PER CAPITA","FAO",1202,"Kcal/day"
"1171","MYANMAR",2007,"RICE CALORIE INTAKE PER CAPITA","FAO",1172,"Kcal/day"
"1172","MYANMAR",2006,"RICE CALORIE INTAKE PER CAPITA","FAO",1208,"Kcal/day"
"1173","MYANMAR",2005,"RICE CALORIE INTAKE PER CAPITA","FAO",1188,"Kcal/day"
"1174","MYANMAR",2004,"RICE CALORIE INTAKE PER CAPITA","FAO",1197,"Kcal/day"
"1175","MYANMAR",2003,"RICE CALORIE INTAKE PER CAPITA","FAO",1242,"Kcal/day"
"1176","MYANMAR",2002,"RICE CALORIE INTAKE PER CAPITA","FAO",1232,"Kcal/day"
"1177","MYANMAR",2001,"RICE CALORIE INTAKE PER CAPITA","FAO",1224,"Kcal/day"
"1178","MYANMAR",2000,"RICE CALORIE INTAKE PER CAPITA","FAO",1211,"Kcal/day"
"1179","MYANMAR",1999,"RICE CALORIE INTAKE PER CAPITA","FAO",1178,"Kcal/day"
"1180","MYANMAR",1998,"RICE CALORIE INTAKE PER CAPITA","FAO",1182,"Kcal/day"
"1181","MYANMAR",1997,"RICE CALORIE INTAKE PER CAPITA","FAO",1178,"Kcal/day"
"1182","MYANMAR",1996,"RICE CALORIE INTAKE PER CAPITA","FAO",1188,"Kcal/day"
"1183","MYANMAR",1995,"RICE CALORIE INTAKE PER CAPITA","FAO",1179,"Kcal/day"
"1184","MYANMAR",1994,"RICE CALORIE INTAKE PER CAPITA","FAO",1158,"Kcal/day"
"1185","MYANMAR",1993,"RICE CALORIE INTAKE PER CAPITA","FAO",1139,"Kcal/day"
"1186","MYANMAR",1992,"RICE CALORIE INTAKE PER CAPITA","FAO",1129,"Kcal/day"
"1187","MYANMAR",1991,"RICE CALORIE INTAKE PER CAPITA","FAO",1123,"Kcal/day"
"1188","MYANMAR",1990,"RICE CALORIE INTAKE PER CAPITA","FAO",1109,"Kcal/day"
"1189","MYANMAR",1989,"RICE CALORIE INTAKE PER CAPITA","FAO",953,"Kcal/day"
"1190","MYANMAR",1988,"RICE CALORIE INTAKE PER CAPITA","FAO",967,"Kcal/day"
"1191","MYANMAR",1987,"RICE CALORIE INTAKE PER CAPITA","FAO",983,"Kcal/day"
"1192","MYANMAR",1986,"RICE CALORIE INTAKE PER CAPITA","FAO",944,"Kcal/day"
"1193","MYANMAR",1985,"RICE CALORIE INTAKE PER CAPITA","FAO",989,"Kcal/day"
"1194","MYANMAR",1984,"RICE CALORIE INTAKE PER CAPITA","FAO",1068,"Kcal/day"
"1195","MYANMAR",1983,"RICE CALORIE INTAKE PER CAPITA","FAO",1086,"Kcal/day"
"1196","MYANMAR",1982,"RICE CALORIE INTAKE PER CAPITA","FAO",1085,"Kcal/day"
"1197","MYANMAR",1981,"RICE CALORIE INTAKE PER CAPITA","FAO",1085,"Kcal/day"
"1198","MYANMAR",1980,"RICE CALORIE INTAKE PER CAPITA","FAO",1088,"Kcal/day"
"1199","MYANMAR",1979,"RICE CALORIE INTAKE PER CAPITA","FAO",1070,"Kcal/day"
"1200","MYANMAR",1978,"RICE CALORIE INTAKE PER CAPITA","FAO",1065,"Kcal/day"
"1201","MYANMAR",1977,"RICE CALORIE INTAKE PER CAPITA","FAO",1054,"Kcal/day"
"1202","MYANMAR",1976,"RICE CALORIE INTAKE PER CAPITA","FAO",1052,"Kcal/day"
"1203","MYANMAR",1975,"RICE CALORIE INTAKE PER CAPITA","FAO",1040,"Kcal/day"
"1204","MYANMAR",1974,"RICE CALORIE INTAKE PER CAPITA","FAO",1030,"Kcal/day"
"1205","MYANMAR",1973,"RICE CALORIE INTAKE PER CAPITA","FAO",1018,"Kcal/day"
"1206","MYANMAR",1972,"RICE CALORIE INTAKE PER CAPITA","FAO",975,"Kcal/day"
"1207","MYANMAR",1971,"RICE CALORIE INTAKE PER CAPITA","FAO",999,"Kcal/day"
"1208","MYANMAR",1970,"RICE CALORIE INTAKE PER CAPITA","FAO",991,"Kcal/day"
"1209","MYANMAR",1969,"RICE CALORIE INTAKE PER CAPITA","FAO",984,"Kcal/day"
"1210","MYANMAR",1968,"RICE CALORIE INTAKE PER CAPITA","FAO",997,"Kcal/day"
"1211","MYANMAR",1967,"RICE CALORIE INTAKE PER CAPITA","FAO",986,"Kcal/day"
"1212","MYANMAR",1966,"RICE CALORIE INTAKE PER CAPITA","FAO",959,"Kcal/day"
"1213","MYANMAR",1965,"RICE CALORIE INTAKE PER CAPITA","FAO",1069,"Kcal/day"
"1214","MYANMAR",1964,"RICE CALORIE INTAKE PER CAPITA","FAO",1024,"Kcal/day"
"1215","MYANMAR",1963,"RICE CALORIE INTAKE PER CAPITA","FAO",1015,"Kcal/day"
"1216","MYANMAR",1962,"RICE CALORIE INTAKE PER CAPITA","FAO",1033,"Kcal/day"
"1217","MYANMAR",1961,"RICE CALORIE INTAKE PER CAPITA","FAO",1019,"Kcal/day"
"1218","MYANMAR",2013,"RICE CONSUMPTION PER CAPITA","FAO",132.8,"Kg/yr"
"1219","MYANMAR",2012,"RICE CONSUMPTION PER CAPITA","FAO",129.63,"Kg/yr"
"1220","MYANMAR",2011,"RICE CONSUMPTION PER CAPITA","FAO",125.07,"Kg/yr"
"1221","MYANMAR",2010,"RICE CONSUMPTION PER CAPITA","FAO",124.5,"Kg/yr"
"1222","MYANMAR",2009,"RICE CONSUMPTION PER CAPITA","FAO",121.41,"Kg/yr"
"1223","MYANMAR",2008,"RICE CONSUMPTION PER CAPITA","FAO",129.41,"Kg/yr"
"1224","MYANMAR",2007,"RICE CONSUMPTION PER CAPITA","FAO",126.11,"Kg/yr"
"1225","MYANMAR",2006,"RICE CONSUMPTION PER CAPITA","FAO",130.03,"Kg/yr"
"1226","MYANMAR",2005,"RICE CONSUMPTION PER CAPITA","FAO",127.85,"Kg/yr"
"1227","MYANMAR",2004,"RICE CONSUMPTION PER CAPITA","FAO",128.82,"Kg/yr"
"1228","MYANMAR",2003,"RICE CONSUMPTION PER CAPITA","FAO",133.68,"Kg/yr"
"1229","MYANMAR",2002,"RICE CONSUMPTION PER CAPITA","FAO",132.63,"Kg/yr"
"1230","MYANMAR",2001,"RICE CONSUMPTION PER CAPITA","FAO",131.74,"Kg/yr"
"1231","MYANMAR",2000,"RICE CONSUMPTION PER CAPITA","FAO",130.31,"Kg/yr"
"1232","MYANMAR",1999,"RICE CONSUMPTION PER CAPITA","FAO",126.79,"Kg/yr"
"1233","MYANMAR",1998,"RICE CONSUMPTION PER CAPITA","FAO",127.18,"Kg/yr"
"1234","MYANMAR",1997,"RICE CONSUMPTION PER CAPITA","FAO",126.78,"Kg/yr"
"1235","MYANMAR",1996,"RICE CONSUMPTION PER CAPITA","FAO",127.93,"Kg/yr"
"1236","MYANMAR",1995,"RICE CONSUMPTION PER CAPITA","FAO",126.92,"Kg/yr"
"1237","MYANMAR",1994,"RICE CONSUMPTION PER CAPITA","FAO",124.6,"Kg/yr"
"1238","MYANMAR",1993,"RICE CONSUMPTION PER CAPITA","FAO",122.59,"Kg/yr"
"1239","MYANMAR",1992,"RICE CONSUMPTION PER CAPITA","FAO",121.49,"Kg/yr"
"1240","MYANMAR",1991,"RICE CONSUMPTION PER CAPITA","FAO",120.86,"Kg/yr"
"1241","MYANMAR",1990,"RICE CONSUMPTION PER CAPITA","FAO",119.36,"Kg/yr"
"1242","MYANMAR",1989,"RICE CONSUMPTION PER CAPITA","FAO",102.59,"Kg/yr"
"1243","MYANMAR",1988,"RICE CONSUMPTION PER CAPITA","FAO",104.09,"Kg/yr"
"1244","MYANMAR",1987,"RICE CONSUMPTION PER CAPITA","FAO",105.83,"Kg/yr"
"1245","MYANMAR",1986,"RICE CONSUMPTION PER CAPITA","FAO",101.57,"Kg/yr"
"1246","MYANMAR",1985,"RICE CONSUMPTION PER CAPITA","FAO",106.43,"Kg/yr"
"1247","MYANMAR",1984,"RICE CONSUMPTION PER CAPITA","FAO",114.93,"Kg/yr"
"1248","MYANMAR",1983,"RICE CONSUMPTION PER CAPITA","FAO",116.88,"Kg/yr"
"1249","MYANMAR",1982,"RICE CONSUMPTION PER CAPITA","FAO",116.82,"Kg/yr"
"1250","MYANMAR",1981,"RICE CONSUMPTION PER CAPITA","FAO",116.74,"Kg/yr"
"1251","MYANMAR",1980,"RICE CONSUMPTION PER CAPITA","FAO",117.13,"Kg/yr"
"1252","MYANMAR",1979,"RICE CONSUMPTION PER CAPITA","FAO",115.19,"Kg/yr"
"1253","MYANMAR",1978,"RICE CONSUMPTION PER CAPITA","FAO",114.62,"Kg/yr"
"1254","MYANMAR",1977,"RICE CONSUMPTION PER CAPITA","FAO",113.44,"Kg/yr"
"1255","MYANMAR",1976,"RICE CONSUMPTION PER CAPITA","FAO",113.23,"Kg/yr"
"1256","MYANMAR",1975,"RICE CONSUMPTION PER CAPITA","FAO",111.94,"Kg/yr"
"1257","MYANMAR",1974,"RICE CONSUMPTION PER CAPITA","FAO",110.92,"Kg/yr"
"1258","MYANMAR",1973,"RICE CONSUMPTION PER CAPITA","FAO",109.61,"Kg/yr"
"1259","MYANMAR",1972,"RICE CONSUMPTION PER CAPITA","FAO",104.98,"Kg/yr"
"1260","MYANMAR",1971,"RICE CONSUMPTION PER CAPITA","FAO",107.5,"Kg/yr"
"1261","MYANMAR",1970,"RICE CONSUMPTION PER CAPITA","FAO",106.67,"Kg/yr"
"1262","MYANMAR",1969,"RICE CONSUMPTION PER CAPITA","FAO",105.92,"Kg/yr"
"1263","MYANMAR",1968,"RICE CONSUMPTION PER CAPITA","FAO",107.31,"Kg/yr"
"1264","MYANMAR",1967,"RICE CONSUMPTION PER CAPITA","FAO",106.16,"Kg/yr"
"1265","MYANMAR",1966,"RICE CONSUMPTION PER CAPITA","FAO",103.2,"Kg/yr"
"1266","MYANMAR",1965,"RICE CONSUMPTION PER CAPITA","FAO",115.02,"Kg/yr"
"1267","MYANMAR",1964,"RICE CONSUMPTION PER CAPITA","FAO",110.19,"Kg/yr"
"1268","MYANMAR",1963,"RICE CONSUMPTION PER CAPITA","FAO",109.23,"Kg/yr"
"1269","MYANMAR",1962,"RICE CONSUMPTION PER CAPITA","FAO",111.18,"Kg/yr"
"1270","MYANMAR",1961,"RICE CONSUMPTION PER CAPITA","FAO",109.71,"Kg/yr"
"1271","MYANMAR",2013,"RICE FAT INTAKE","FAO computed",7.92,"%total/day"
"1272","MYANMAR",2012,"RICE FAT INTAKE","FAO computed",7.76,"%total/day"
"1273","MYANMAR",2011,"RICE FAT INTAKE","FAO computed",7.26,"%total/day"
"1274","MYANMAR",2010,"RICE FAT INTAKE","FAO computed",7.29,"%total/day"
"1275","MYANMAR",2009,"RICE FAT INTAKE","FAO computed",7.46,"%total/day"
"1276","MYANMAR",2008,"RICE FAT INTAKE","FAO computed",8.61,"%total/day"
"1277","MYANMAR",2007,"RICE FAT INTAKE","FAO computed",9.08,"%total/day"
"1278","MYANMAR",2006,"RICE FAT INTAKE","FAO computed",10.4,"%total/day"
"1279","MYANMAR",2005,"RICE FAT INTAKE","FAO computed",10.56,"%total/day"
"1280","MYANMAR",2004,"RICE FAT INTAKE","FAO computed",11.36,"%total/day"
"1281","MYANMAR",2003,"RICE FAT INTAKE","FAO computed",12.92,"%total/day"
"1282","MYANMAR",2002,"RICE FAT INTAKE","FAO computed",13.39,"%total/day"
"1283","MYANMAR",2001,"RICE FAT INTAKE","FAO computed",14.28,"%total/day"
"1284","MYANMAR",2000,"RICE FAT INTAKE","FAO computed",14.23,"%total/day"
"1285","MYANMAR",1999,"RICE FAT INTAKE","FAO computed",14.85,"%total/day"
"1286","MYANMAR",1998,"RICE FAT INTAKE","FAO computed",13.83,"%total/day"
"1287","MYANMAR",1997,"RICE FAT INTAKE","FAO computed",13.73,"%total/day"
"1288","MYANMAR",1996,"RICE FAT INTAKE","FAO computed",14.14,"%total/day"
"1289","MYANMAR",1995,"RICE FAT INTAKE","FAO computed",14.03,"%total/day"
"1290","MYANMAR",1994,"RICE FAT INTAKE","FAO computed",14.36,"%total/day"
"1291","MYANMAR",1993,"RICE FAT INTAKE","FAO computed",13.13,"%total/day"
